スクショ,投稿文,リプ,いいね,インプ,日時,URL
,"回避型彼とやり直したいって言うけど
溺愛されたら“毎日体求められる”“めちゃくちゃ嫉妬深くなる”とかだけど耐えれそ？🥹

回避男に惚れて300万課金した女が描く、回避とエセ回避の見分け方から沼らせる方法まで。
※突然消すので要注意（購入者は永遠に見れます）
note.com/novel…


























",1,20,"2,191",2025/8/12 17:55:45,https://www.threads.com/@mochi__2819/post/DNP8ASGPOKG
,"ただただ愛されたいだけなんだよ、
たまたま好きになった男が回避傾向のある男だっただけなんだよ。






",0,6,"1,204",2025/8/12 20:43:42,https://www.threads.com/@mochi__2819/post/DNQPOXhP2Ht
,"ねぇ回避くんがくる既読無視の理由って何かわかる？あなたを拒絶したわけでも嫌いになったわけでもない、ちゃんと理由があって敢えて

既読スルーを選んでる。
その理由知りたい？










",3,7,"2,715",2025/8/12 20:48:51,https://www.threads.com/@mochi__2819/post/DNQP0B_PJgh
,"もうさ、回避男に惚れて復縁するために死に物狂いで対峙してたとき、仕事全く手につかなかった。その気持ちわかるよね…？なんだあの世界が真っ暗になる感じ。






",0,10,"1,862",2025/8/12 21:44:44,https://www.threads.com/@mochi__2819/post/DNQWNZ7vYH1
,"ねぇ、回避型から愛されるLINEテクニックとかマジであると思ってるの？ナイナイナイナイナイよ！回避型はLINEで口説けるほど単純な性格じゃない。
想像より遥かに上をいって拗らせてるのが回避型。







",0,13,"1,931",2025/8/12 23:31:13,https://www.threads.com/@mochi__2819/post/DNQiZQnPiaE
,"相談聞いてると、それ回避型じゃないぞって人めちゃ多い。
やっぱりエセ回避型って多いんだよ。
このエセ回避型の攻略ってマジでシンプルだよ。







",0,13,"3,352",2025/8/13 1:08:52,https://www.threads.com/@mochi__2819/post/DNQtkgEvKoi
,"あのさ、回避型って実は
常にあなたの感情を動かそうとしてくるのが特徴で、敢えて傷つくこと言ったりするよ

回避型＝モラ味があるから取扱注意。
でも、扱い方わかればクソほど一途になって愛されまくるよ
※恋愛相談枠のキャパ超えたら販売終了※
もうギリギリ。
note.com/novel…



























",2,29,"3,331",2025/8/13 8:46:44,https://www.threads.com/@mochi__2819/post/DNRh-E3ztUW
,"昨日までは楽しくLINEしてたのに次の日急に未読無視になるのが“回避型”






",2,14,"1,891",2025/8/13 11:31:41,https://www.threads.com/@mochi__2819/post/DNR02K-v0d7
,"昨日彼から婚約指輪のパンフレットもらったんだけどまさかのハリーウィンストン🥹マジカヨ
３年前誰かこの世界線を想像できたのだろうか。
元回避くんだからサプライズで婚約指輪渡せないのはご愛嬌。
いま目の前の回避彼も何年後かにお前じゃなきゃ無理！になってる可能性全然アルよ。






",0,11,"1,322",2025/8/13 11:37:01,https://www.threads.com/@mochi__2819/post/DNR1dOIPED1
,"回避型との恋愛って一度終わってからがスタートだよ。そのスタートをどうやって切るのか、の方が大事。





",0,7,"1,122",2025/8/13 19:36:35,https://www.threads.com/@mochi__2819/post/DNSsVofPu03
,"私は回避型の彼にフラれて復縁屋に課金するも逆効果でLINE、SNS全ブロック。
そこから復縁に至ったのは奇跡といえばそうかもだけど、当時はSNSで名前検索しまくったり、同じように失恋してる人を探してるどうやり直したのかききまくったりさ、ここまで諦められなかった理由って


自分の中で、“ここで終わるわけない”っていう根拠のない自信があったからなんよ。
この女の第六感ってやつ、案外当たってるよ。
※あと数部になります※
note.com/novel…

























",1,11,"2,255",2025/8/13 19:41:48,https://www.threads.com/@mochi__2819/post/DNSs77WvyPR
