スクショ,投稿文,リプ,いいね,インプ,日時,URL
,"えっ…ちょ待って待って、2000人⁉︎
このアカウント作ったの15時間前…






",229,"3,306","1,513,000",2025/6/4 15:02:13,https://www.threads.com/@tenukide_kondate/post/DKd9S3tOMYj
,"これ完成系です(Instagramのような映える盛り付けはできない主婦なので悪しからず)
そしてこれの応用編を紹介💡
かつお節をそれぞれに変えると
ごま→ごま和え
七味→ピリ辛めんつゆ和え
また違った風味になるので献立マンネリ化防止に









































",0,249,"170,000",2025/6/4 19:43:48,https://www.threads.com/@tenukide_kondate/post/DKedhReyRNL
,"ふりかけ＝ごはんじゃない。
おかずにふりかけ使うと
「味決まる・手間いらん・楽しい」の三拍子✨

ちくわ輪切り×のりたま×マヨ
ちくわを縦半分に切って溝にマヨとのりたま。
トースターで2分ほど焼く

卵焼き×わさびふりかけ
とき卵にふりかけin(明太子もうまい)

ポテサラにゆかり混ぜる
好みは分かれるけど、私は好き💓






",16,310,"150,000",2025/6/4 20:29:06,https://www.threads.com/@tenukide_kondate/post/DKeitB-ShJj
,"まな板にお肉をつけるのが嫌な私はこれ一択
楽天ランキング1位の分解式キッチンバサミ。
・鶏肉、パン、ネギ、魚もスパッと切れる
・分解して洗えるから、衛生面も安心
・食洗機対応←これが地味に嬉しい
・あとデザインもオシャレ😎




これだよ
👉 a.r10.to/hF0a7… pr 



【楽天市場】
【人気No.1】キッチンバサミ！分解OK・丸洗いOKで清潔！食洗機対応のステンレス製はさみ。切れ味抜群で料理もキャンプも便利！缶切り・栓抜き機能付き！
【8/18限定価額　 P10倍 】【即日発送】キッチンバサミ ステンレス製 分解できるキッチンバサミ 食洗機対応 錆びにくい 多機能料理バサミ 万能バサミ アウトドア キャンプ用 缶開け 栓抜き機能付き






























",18,259,"150,000",2025/6/4 21:06:47,https://www.threads.com/@tenukide_kondate/post/DKenBDKSnS5
,"作った料理を子どもに「いらない」と言われた時の私
























",8,533,"150,000",2025/6/4 21:14:21,https://www.threads.com/@tenukide_kondate/post/DKen4iPyMIG
,"ちょ待って…14000人🫨！？
アカウント作ってからまだ1日経ってないのにたくさんの人にフォローしていただいてびびっております…献立の仕組みやレシピ、便利グッズなど今後も発信していきますのでよろしくお願いいたします🥺
































",29,705,"480,000",2025/6/4 22:00:08,https://www.threads.com/@tenukide_kondate/post/DKetH1jy-a1
,"皆様の温かいコメントや、会員番号風にフォローした時の数を言っていただくくだりなど全て見てます☺️一つ一つしっかり読んでコメント欄返させていただきます！あと普通に社畜ママなので投稿時間や頻度はムラありますがまた見に来てくれると嬉しいです🥹






",6,152,"160,000",2025/6/4 22:03:21,https://www.threads.com/@tenukide_kondate/post/DKetfURy4Wc
,"これだけ献立のことを投稿しておりますが
好きな食べ物は「ゆで卵」です。






",36,706,"260,000",2025/6/4 22:05:41,https://www.threads.com/@tenukide_kondate/post/DKetweaSCOM
,"たくさんのコメント、本当にありがとうございます🥹できるだけ一つ一つお返事させていただいたつもりですが、もし見落としていたらごめんなさい…！
それから「パクられてますよ！」と教えてくださった方もありがとうございます🙏
真似された＝「有益な情報だった証拠」だと受け取っています☺️だから、これからも誰かの役に立つ投稿をコツコツ続けていけるよう頑張ります✊💓







",7,404,"150,000",2025/6/5 1:15:53,https://www.threads.com/@tenukide_kondate/post/DKfDhfIydZ2
,"私がよく作る切り干し大根タッグ
(写真ほんまに家感でててすみません)

切り干し大根の煮物でレンジ加熱してる間に
キムチマヨを作ると一気に2品できます☺️
煮物は冷凍保存もできるので、
次の日の晩ごはんに回したりアレンジ自由です



包丁使いたくなかったので切り干し大根の煮物がツナですが、ちくわや油揚げでももちろん美味しいです🥹 
























",34,585,"100,000",2025/6/5 7:32:49,https://www.threads.com/@tenukide_kondate/post/DKfuqUiTwZw
,"朝ごはんは食パンにこれを塗ってチーズかけて
ピザトースト🍕とサラダ🥗とコーヒー☕️
KALDIで売っていて添加物もないのでぜひ😌

また食パン朝ごはんレシピとかもできたら
今後紹介させてください🥹































",18,437,"100,000",2025/6/5 7:46:43,https://www.threads.com/@tenukide_kondate/post/DKfwQGMzFim
,"ささ3万人…!!あの、ほんとただの主婦です。
強いていうならガソリンの止まらない値上げと己の身体に鞭を打つため(ダイエット)職場まで片道7km(往復14km)自転車で毎日爆走してます。






",16,661,"120,000",2025/6/5 17:30:01,https://www.threads.com/@tenukide_kondate/post/DKgzAQwuVYX
,"「疲れすぎて1品しか作れない」「気づけばいつも同じような献立」そんな悩みがあってこのアカウントを皆さんフォローしてくださったのかな？と思っております。そしてたくさんのコメントをいただけて皆さん本当に家族想いで、すごく優しい人なんだと感じています。
そのお悩みに応えるべく、少しでもラクにちょっと気持ちが軽くなるような「続けられる献立」や「パッと作れる副菜」をこれからも一緒に考えていけたら嬉しいです🌿また皆さまからのご教授もお待ちしております☺️





あと基本面白いことが好きなので滑り散らかしますが、しょうもないことも投稿させてください😂 





",9,464,"110,000",2025/6/5 18:01:09,https://www.threads.com/@tenukide_kondate/post/DKg2kQpSkxh
,"食後ちょっと物足りないなって時の
デザートいかがですか🍌
「バナナ　１本」を潰してから「純ココア　大さじ1(6g)」「豆乳　大さじ2(30g)」を入れ混ぜて600w 1分30秒加熱で完成です。
(見た目美味しそうに撮れませんでしたが
めっっちゃうまいです)

ちょいビターなので純ココア　小さじ2でも🙆‍♀️























",15,316,"43,000",2025/6/5 19:18:35,https://www.threads.com/@tenukide_kondate/post/DKg_bc9yiiL
,"「小松菜」栄養価高いのにレシピレパートリーが
少ないとコメントいただき、今日小松菜安かったので3品作ってます👇

1.小松菜トマトと油揚げの味噌汁
2.小松菜と桜エビのからし味噌和え
3.小松菜ふりかけ

レシピメモに書いてみたので
気になるのがあればぜひご覧ください😊






















",9,288,"35,000",2025/6/5 20:25:34,https://www.threads.com/@tenukide_kondate/post/DKhHGDBSA6G
,"地味に一番ありがたいふるさと納税って
キッチンペーパー説。
「毎日使う」「ストック切れると地味に困る」
「でも買うのめんどい」そう思って、うちはこれ👇






ポイントもついて実質めっちゃお得で
日用品は節約に直結だからこそ選ぶ価値あり😊
👉a.r10.to/h5kRJ… pr



【楽天市場】
岐阜県可児市ふるさと納税
【ふるさと納税】【個数が選べる】エリエール超吸収キッチンタオル 4ロール 70カット ハーフサイズ キッチンペーパー ペーパータオル 1.4倍 超吸収 電子レンジ使用可 消耗品 日用品 吸収 長持ち 破れにくい キッチン用品 生活必需品 掃除 新生活 備蓄 防災





























",4,48,"32,000",2025/6/5 21:02:27,https://www.threads.com/@tenukide_kondate/post/DKhLUJjSI2Y
